ITEM_CODE,STAGE,PROCESS,QUANTITY,LEAD_TIME_ESTIMATE,PARALLEL_STEPS,CAN_PARALLELIZE,OPEN_QTY,URGENCY,START_DATE,EST_COMPLETION
ARE330,WIP_DM,80,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
ARE330,WIP_DM,80,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
ARE330,WIP_DM,80,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
HYO025,WIP_DM,70,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
HYO025,WIP_DM,70,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
HYO026,WIP_DM,70,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
HYO026,WIP_DM,70,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
HYO026,WIP_DM,70,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
HYO025,WIP_DM,70,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
HYO026,WIP_DM,70,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
HYO026,WIP_DM,70,1.0,228.0,0,False,0,MEDIUM,2025-07-24,2026-03-09
ARE396,WIP_DM,100,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,100,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,60,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,80,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,80,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
ARE396,WIP_DM,70,1.0,190.0,0,False,0,MEDIUM,2025-07-24,2026-01-30
SIE469,WIP_DM,90,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,110,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,40,1.0,168.0,0,True,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,60,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,70,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,80,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,80,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,80,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,80,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,80,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,80,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,80,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,80,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
SIE469,WIP_DM,80,1.0,168.0,0,False,0,MEDIUM,2025-07-24,2026-01-08
MEI001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
MEI001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM002,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM002,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,120,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM002,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM002,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
NAM001,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
T-6880952#006_R4_PNT,WIP_DM,70,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
GD_SM70P50Z80261,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
GD_SM70P50Z80261,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
GD_SM70P50Z80261,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
GD_SM70P50Z80261,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
GD_SM70P50Z80261,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
D2TM43L010_R1,WIP_DM,70,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
D2TM43L010_R1,WIP_DM,70,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
D2TM43L010_R1,WIP_DM,70,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
JE47235436_110_R21,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
JE47235436_110_R21,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
JE47235436_110_R21,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
T6271078#001,WIP_DM,80,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
T6271078#001,WIP_DM,80,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
T6271078#001,WIP_DM,80,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
T6271078#001,WIP_DM,80,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
T6271078#001,WIP_DM,80,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
C1B46827171003_RH,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
T6271078#001,WIP_DM,80,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
C1B46827171004_RH,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
C1B46827171010_RH,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
C1B46827171004_RH,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
C1B46827171001_RH,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
C1B46827171001_RH,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
M-05-00003_R00,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
M-05-00003_R00,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
M-05-00003_R00,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
M-05-00003_R00,WIP_DM,110,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
T-6884090#003_R1_PNT,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
4010550-1_RE,WIP_DM,70,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
4010550-1_RE,WIP_DM,70,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
4010550-1_RE,WIP_DM,70,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
4010550-1_RE,WIP_DM,70,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
W-101292_01_R3,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
W-101292_01_R3,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
W-101292_01_R3,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
CC416833-001_R4,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
CC416833-001_R4,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
CC416833-001_R4,WIP_DM,90,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
1HSB445422-B_R0E,WIP_DM,140,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
DDF10182K-12_RP,WIP_DM,70,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
1HSB445422-B,WIP_DM,100,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
DYB0624830W001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
DYB0624830W001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
DYB0624830W001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
T6881018#004_R04_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
T6881018#004_R04_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
T6881018#004_R04_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
T6881018#004_R04_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
T6881018#004_R04_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
T6881018#004_R04_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
T6881018#004_R04_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
1HSB445422-B_R0E,WIP_DM,100,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
1HSB445422-B_R0E,WIP_DM,100,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
DYB0625403W001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
DYB0625403W001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
DYB0625403W001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
DYB0625403W001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
1HSB445422-B_R0E,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4924940633_R04,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4924940633_R04,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4924940633_R04,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4924940633_R04,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV008663P0001_R0E,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
2GHV008663P0001_R0E,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
PTD4706545002_RA,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4924940633_R04,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV445649P1001_R0B_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV022568P0001_R0T,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV022568P0001_R0T,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV022568P0001_R0T,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV022568P0001_R0T,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46817838001_RF0_BER,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
D3TM43L044_R05,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
D3TM43L044_R05,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
GD_SM70P50Z80261,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
84E905217P1_RF,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46817490001_RF,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46817490002_RF,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV445649P1001_R0B_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
T6881018#004_R04_PNT,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4706545002_RA,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
P6832097#009_R05_PNT,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46817838001_RF0_BER,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV971084P0051_R0M,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
T6866845#004_PNT,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46828251001_RE0,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
D3TM43L044_R05,WIP_DM,80,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
1HSB445422-B_R0E,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
20-01-16-10,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46817838001_RF0_BER,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HE70P44Z60301,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HE70P44Z60301,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
491D15901,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
DYB0607437W003,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
491D15901_R0C,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HRCC0015282103,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HRCC0015282103,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
P6803133#001N,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
P6803133#001N,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
P6834477#002_PNT,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
D1TM43L015_R1,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46817427004_RE_BER,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
P6803133#001N,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4848110001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46817427004_RE_BER,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46817811104_RD1,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
T6866845#004_PNT,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
P6833682#002_PNT,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
M-01-03374-C_RC,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4848110001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV029364P0001_RAD,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4848110001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
PTD4848110001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HE70P22Z60661,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HE70P22Z60661,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
M-01-00815-C_RC,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
P6803133#001N,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
GD_SM53P07Z33661,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
CC416834-001_R3,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
CC416834-001_R3,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
DYB0690034W001,WIP_DM,60,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
412300-2811100-04,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GJA200494P09_RY_PNT,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
C1B46817427004_RE_BER,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
1HSB445422-B_R0E,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
30.322.21,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
M-03-00006-C_RC,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
1HC0027513P0001_RAY_PNT,WIP_DM,20,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
1HSB445422-B_R0E,WIP_DM,100,1.0,3.5,0,False,0,MEDIUM,2025-07-24,2025-07-27
DYB0606129W001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
2GHV056044P0001,WIP_DM,30,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
41C640414G1,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
41C640414G1,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HYO013,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
SIE429,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
SIE449,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
TOS003,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
SIE525,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
TOS003,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB461,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB448,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
DEF001,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
TOS003,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB456,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
DEF001,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ARE320,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
SIE468,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
SIE468,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB474,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ARE234,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ARE320,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB459,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
SIE468,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HYO014,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB459,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HYO024,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HYO006,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HYO024,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB459,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HYO013,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB471,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB456,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HYO028,WIP_DM,40,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
HYO028,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
ABB471,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
TOS017,WIP_DM,50,1.0,3.5,0,True,0,MEDIUM,2025-07-24,2025-07-27
