ITEM_CODE,STAGE,PROCESS,QUANTITY,LEAD_TIME_ESTIMATE,PARALLEL_STEPS,CAN_PARALLELIZE,OPEN_QTY,URGENCY,START_DATE,EST_COMPLETION
ARE383,RFM,Ready for Machining (HM10),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
ARE388,RFM,Ready for Machining (HM10),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
ARE404,RFM,Ready for Machining (VM01),5.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
ARE418,RFM,Ready for Machining (HM03),7.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
ARE419,RFM,Ready for Machining (TC01),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
ARE454,RFM,Ready for Machining (VM01),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
ARE455,RFM,Ready for Machining (VM01),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
CGP001,RFM,Ready for Machining (OUT-DYNO),12.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
CGP003,RFM,Ready for Machining (HM06),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
CGP007,RFM,Ready for Machining (HM05),28.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
CGP008,RFM,Ready for Machining (HM05),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
CLW001,RFM,Ready for Machining (HM08),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
CLW002,RFM,Ready for Machining (HM08),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
DEF001,RFM,Ready for Machining (HM02),12.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
GET011,RFM,Ready for Machining (VM01),20.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
GET012,RFM,Ready for Machining (TC01),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
GET013,RFM,Ready for Machining (TC02),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HIT011,RFM,Ready for Machining (HM07),10.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HIT013,RFM,Ready for Machining (HM01),10.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HIT019,RFM,Ready for Machining (HM08),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HIT020,RFM,Ready for Machining (HM07),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO002,RFM,Ready for Machining (HM04),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO007,RFM,Ready for Machining (HM02),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO012,RFM,Ready for Machining (OUT-EAGLE),3.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO013,RFM,Ready for Machining (RADIENT),15.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO014,RFM,Ready for Machining (OUT-EAGLE),33.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO015,RFM,Ready for Machining (HM10),28.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO019,RFM,Ready for Machining (HM07),9.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO020,RFM,Ready for Machining (HM03),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO021,RFM,Ready for Machining (OUT-RY),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO024,RFM,Ready for Machining (HM08),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO028,RFM,Ready for Machining (HM10),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO029,RFM,Ready for Machining (RADIENT),44.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
HYO030,RFM,Ready for Machining (HM01),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
MEI001,RFM,Ready for Machining (RADIENT),12.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
MEI002,RFM,Ready for Machining (SANPOWER),87.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
NAM001,RFM,Ready for Machining (OUT-SOURCE METALAB),63.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
NAM002,RFM,Ready for Machining (OUT-SOURCE METALAB),69.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
PFI040,RFM,Ready for Machining (VM01),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
PFI041,RFM,Ready for Machining (HM08),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE428,RFM,Ready for Machining (HM04),3.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE429,RFM,Ready for Machining (HM04),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE448,RFM,Ready for Machining (HM07),19.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE456,RFM,Ready for Machining (HM02),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE462,RFM,Ready for Machining (RADIENT),17.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE463,RFM,Ready for Machining (HM07),9.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE464,RFM,Ready for Machining (HM06),3.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE465,RFM,Ready for Machining (HM09),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE466,RFM,Ready for Machining (HM09),3.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE467,RFM,Ready for Machining (HM08),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE468,RFM,Ready for Machining (HM06),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE481,RFM,Ready for Machining (HM04),5.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE490,RFM,Ready for Machining (HM03),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE514,RFM,Ready for Machining (HM03),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE520,RFM,Ready for Machining (RADIENT),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE524,RFM,Ready for Machining (RADIENT),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE533,RFM,Ready for Machining (HM04),6.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE545,RFM,Ready for Machining (HM08),14.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE567,RFM,Ready for Machining (VM01),5.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE568,RFM,Ready for Machining (VM01),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE572,RFM,Ready for Machining (TC01),3.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE576,RFM,Ready for Machining (TC01),12.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
SIE578,RFM,Ready for Machining (VM01),5.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TOS003,RFM,Ready for Machining (HM04),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TOS005,RFM,Ready for Machining (HM03),3.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TOS006,RFM,Ready for Machining (HM04),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TOS007,RFM,Ready for Machining (HM04),3.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TOS008,RFM,Ready for Machining (HM04),5.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TOS011,RFM,Ready for Machining (RADIENT),21.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TOS012,RFM,Ready for Machining (RADIENT),34.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TOS014,RFM,Ready for Machining (HM07),8.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TOS015,RFM,Ready for Machining (HM07),10.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TRA001,RFM,Ready for Machining (HM06),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TRA003,RFM,Ready for Machining (HM01),2.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
TRE045,RFM,Ready for Machining (HM04),1.0,4.0,0,True,0,CRITICAL,2025-07-24,2025-07-28
1HSB445422-B,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV008286P0001_R0B,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
1HSB445422-B_R0E,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
1HC0027300K0012,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
1HC0027300P0001,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
1HC0027300K0012_RAP,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV118745K0012_R0E,RFD,Ready for Dispatch,18.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV038270P0001,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV066923P1003-1_RF,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
1HC0027512P0001-UPACZ,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
1HC0027512P0001,RFD,Ready for Dispatch,6.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
1HC0026257P0001,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV008663P0001-06,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV008663P0002-06,RFD,Ready for Dispatch,4.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV008663P0001,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV008663P0001_R0E,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
491D18601_R0D,RFD,Ready for Dispatch,4.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
491D16201,RFD,Ready for Dispatch,33.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV123825-0001_R0J,RFD,Ready for Dispatch,21.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV971078P0051_R0N,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV096887P0001,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV089738P1001_R0C_PNT,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE70P11Z62661,RFD,Ready for Dispatch,33.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE70P22Z60561,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE70P11Z44261,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE70P22Z60661,RFD,Ready for Dispatch,10.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE70P44Z40261,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE70P07Z65101,RFD,Ready for Dispatch,8.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE70P44Z60301,RFD,Ready for Dispatch,18.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
GD70P11Z42601301,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE70P12Z41161,RFD,Ready for Dispatch,4.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE70P44Z60162,RFD,Ready for Dispatch,7.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
GD_SM70P30Z40401,RFD,Ready for Dispatch,8.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
GD_SM70P50Z80261,RFD,Ready for Dispatch,9.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
GD_SM70P21Z43802,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
GD_SM70P07Z85301,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE53P44Z40463_R07,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
CC01577-001,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
GD_SM06P11Z42873,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
GD4729142261,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
JE4729542261,RFD,Ready for Dispatch,4.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
JE4729642064_R06,RFD,Ready for Dispatch,4.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
HE53P07Z51401_R10,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
GD_SM57P40Z40961_RH,RFD,Ready for Dispatch,4.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
CC416833-001_R4,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
CC992118-001_R6,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
14450203002,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4081457-1,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4023941-3,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4023941-6_RH,RFD,Ready for Dispatch,12.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4023941-2,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4023941-9_RH,RFD,Ready for Dispatch,10.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4023941-1_RH,RFD,Ready for Dispatch,39.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4023941-5_RH,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4023941-3_RH,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2912126-02,RFD,Ready for Dispatch,9.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4070602-3,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4070602-1_R04,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
455D0003_R13,RFD,Ready for Dispatch,7.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
455D0004_R10,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
4010550-1_RE,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2910696_01_R14,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2910314_R5,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
FIB003,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
84E905217P1,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
84E905217P1_RF,RFD,Ready for Dispatch,5.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
41C640414G1-A,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
41C640414G1,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV039429P1001_RF_PNT,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
2GHV073064P0002_RF,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0601166W001_R21,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0618216W001,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0606140W003,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0609805W009,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0606140W004,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0611519W001_R13,RFD,Ready for Dispatch,7.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0603246W002,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0609271W001,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0616833W001,RFD,Ready for Dispatch,5.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0602875W005,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0623638W005_R0,RFD,Ready for Dispatch,7.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0619248W002,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0690186W002_R00,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0619248W001_R09,RFD,Ready for Dispatch,8.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0624777W001,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0603256W002,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0603256W003,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0603253W003,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0609402T0001,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0603262W001,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0606682W002_R18,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0606682W001,RFD,Ready for Dispatch,21.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0618397W002,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0107066W001,RFD,Ready for Dispatch,3.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0623245W001,RFD,Ready for Dispatch,14.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0613303W001,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0624734W001,RFD,Ready for Dispatch,2.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0625403W001_R01,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DYB0619819W001,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DDF10182K-12_RP,RFD,Ready for Dispatch,10.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
DDF20432K-1_RF,RFD,Ready for Dispatch,30.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
NAM002,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
412301-2811100-04,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
OBX002,RFD,Ready for Dispatch,6.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
30.323.21,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
100820111,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
100821111,RFD,Ready for Dispatch,1.0,3.5,0,False,0,CRITICAL,2025-07-24,2025-07-27
