ITEM_1,ITEM_2,ITEM_1_URGENCY,ITEM_2_URGENCY,ITEM_1_PROCESSES,ITEM_2_PROCESSES,ITEM_1_MACHINES,ITEM_2_MACHINES,PROCESS_CONFLICTS,MACHINE_CONFLICTS,CAN_RUN_PARALLEL,SEQUENTIAL_TIME_DAYS,PARALLEL_TIME_DAYS,TIME_SAVED_DAYS,EFFICIENCY_GAIN_PCT
ARE330,ABB456,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM05), 9.58438, 193, 60, 40, 140, 49.66, 1, 4, 17, 70","Ready for Machining (HM07), 110, 80, 154, 2, 50, 9.58438, 193, 60, 40, 49.66, 4, 17, 70","HM05, GENERAL","GENERAL, HM07","154, 110, 80, 2, 9.58438, 193, 60, 40, 49.66, 4, 17, 70",,False,257.3,228.0,29.3,11.39
HYO025,ABB456,CRITICAL,CRITICAL,"4, 110, 80, 154, Ready for Machining (OUT-DYNO), 17, 2, 50, 9.58438, 193, 60, 40, 49.66, 20, 1, 100, 70","Ready for Machining (HM07), 110, 80, 154, 2, 50, 9.58438, 193, 60, 40, 49.66, 4, 17, 70","OUT-DYNO, GENERAL","GENERAL, HM07","154, 110, 80, 2, 50, 9.58438, 193, 60, 40, 49.66, 4, 17, 70",,False,257.3,228.0,29.3,11.39
HYO026,ABB456,CRITICAL,CRITICAL,"100, 4, 154, 17, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","Ready for Machining (HM07), 110, 80, 154, 2, 50, 9.58438, 193, 60, 40, 49.66, 4, 17, 70","OUT-DYNO, GENERAL","GENERAL, HM07","154, 2, 50, 9.58438, 193, 60, 49.66, 4, 17, 70",,False,257.3,228.0,29.3,11.39
TOS013,ABB429,CRITICAL,CRITICAL,"4, 154, 80, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","110, 80, 154, 120, 70, Ready for Machining (HM02), 2, 9.58438, 193, 60, 40, 140, 49.66, 1, 4, 17, 130","OUT-DYNO, GENERAL","HM02, GENERAL","4, 154, 80, 9.58438, 193, 60, 49.66, 1, 2, 70",,False,350.1,315.0,35.1,10.03
ARE255,ABB435,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM02), 50, 9.58438, 193, 60, 49.66, 10, 4, 17, 70","Ready for Machining (HM07), 110, 80, 154, 2, 9.58438, 193, 60, 49.66, 4, 17, 70","HM02, GENERAL","GENERAL, HM07","154, 110, 80, 2, 9.58438, 193, 60, 49.66, 4, 17, 70",,False,253.4,228.0,25.4,10.02
ARE255,ABB457,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM02), 50, 9.58438, 193, 60, 49.66, 10, 4, 17, 70","110, 90, 17, 2, 9.58438, 193, 40, 49.66, Ready for Machining (SANPOWER), 4, 100, 70","HM02, GENERAL","SANPOWER, GENERAL","110, 2, 9.58438, 193, 49.66, 4, 17, 70",,False,253.4,228.0,25.4,10.02
ARE330,ABB435,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM05), 9.58438, 193, 60, 40, 140, 49.66, 1, 4, 17, 70","Ready for Machining (HM07), 110, 80, 154, 2, 9.58438, 193, 60, 49.66, 4, 17, 70","HM05, GENERAL","GENERAL, HM07","154, 110, 80, 2, 9.58438, 193, 60, 49.66, 4, 17, 70",,False,253.4,228.0,25.4,10.02
ARE330,ABB457,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM05), 9.58438, 193, 60, 40, 140, 49.66, 1, 4, 17, 70","110, 90, 17, 2, 9.58438, 193, 40, 49.66, Ready for Machining (SANPOWER), 4, 100, 70","HM05, GENERAL","SANPOWER, GENERAL","110, 2, 9.58438, 193, 40, 49.66, 4, 17, 70",,False,253.4,228.0,25.4,10.02
HYO025,ABB435,CRITICAL,CRITICAL,"4, 110, 80, 154, Ready for Machining (OUT-DYNO), 17, 2, 50, 9.58438, 193, 60, 40, 49.66, 20, 1, 100, 70","Ready for Machining (HM07), 110, 80, 154, 2, 9.58438, 193, 60, 49.66, 4, 17, 70","OUT-DYNO, GENERAL","GENERAL, HM07","154, 110, 80, 2, 9.58438, 193, 60, 49.66, 4, 17, 70",,False,253.4,228.0,25.4,10.02
HYO025,ABB457,CRITICAL,CRITICAL,"4, 110, 80, 154, Ready for Machining (OUT-DYNO), 17, 2, 50, 9.58438, 193, 60, 40, 49.66, 20, 1, 100, 70","110, 90, 17, 2, 9.58438, 193, 40, 49.66, Ready for Machining (SANPOWER), 4, 100, 70","OUT-DYNO, GENERAL","SANPOWER, GENERAL","110, 17, 2, 9.58438, 193, 40, 49.66, 4, 100, 70",,False,253.4,228.0,25.4,10.02
HYO026,ABB435,CRITICAL,CRITICAL,"100, 4, 154, 17, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","Ready for Machining (HM07), 110, 80, 154, 2, 9.58438, 193, 60, 49.66, 4, 17, 70","OUT-DYNO, GENERAL","GENERAL, HM07","154, 2, 9.58438, 193, 60, 49.66, 4, 17, 70",,False,253.4,228.0,25.4,10.02
HYO026,ABB457,CRITICAL,CRITICAL,"100, 4, 154, 17, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","110, 90, 17, 2, 9.58438, 193, 40, 49.66, Ready for Machining (SANPOWER), 4, 100, 70","OUT-DYNO, GENERAL","SANPOWER, GENERAL","17, 2, 9.58438, 193, 49.66, 4, 100, 70",,False,253.4,228.0,25.4,10.02
ABB373,ABB456,CRITICAL,CRITICAL,"100, 110, 80, 30, 50, 70, 60, 40, 140, 20, Ready for Machining (HM01), 90, 130","Ready for Machining (HM07), 110, 80, 154, 2, 50, 9.58438, 193, 60, 40, 49.66, 4, 17, 70","GENERAL, HM01","GENERAL, HM07","110, 80, 50, 60, 40, 70",,False,293.3,264.0,29.3,9.99
SIE469,ABB439,CRITICAL,CRITICAL,"110, 80, 154, 17, 70, 2, 9.58438, 193, 60, 40, 49.66, 4, 90, Ready for Machining (OUT-EAGLE)","100, 154, Ready for Machining (HM02), 9.58438, 193, 49.66, 17, 70","OUT-EAGLE, GENERAL","HM02, GENERAL","154, 9.58438, 193, 49.66, 17, 70",,False,185.6,168.0,17.6,9.48
ARE255,ABB448,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM02), 50, 9.58438, 193, 60, 49.66, 10, 4, 17, 70","110, 80, Ready for Machining (HM10), 154, 50, 9.58438, 193, 60, 49.66, 4, 17","HM02, GENERAL","HM10, GENERAL","154, 110, 80, 50, 9.58438, 193, 60, 49.66, 4, 17",,False,251.4,228.0,23.4,9.31
ARE330,ABB448,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM05), 9.58438, 193, 60, 40, 140, 49.66, 1, 4, 17, 70","110, 80, Ready for Machining (HM10), 154, 50, 9.58438, 193, 60, 49.66, 4, 17","HM05, GENERAL","HM10, GENERAL","154, 110, 80, 9.58438, 193, 60, 49.66, 4, 17",,False,251.4,228.0,23.4,9.31
HYO025,ABB448,CRITICAL,CRITICAL,"4, 110, 80, 154, Ready for Machining (OUT-DYNO), 17, 2, 50, 9.58438, 193, 60, 40, 49.66, 20, 1, 100, 70","110, 80, Ready for Machining (HM10), 154, 50, 9.58438, 193, 60, 49.66, 4, 17","OUT-DYNO, GENERAL","HM10, GENERAL","154, 110, 80, 50, 9.58438, 193, 60, 49.66, 4, 17",,False,251.4,228.0,23.4,9.31
HYO026,ABB448,CRITICAL,CRITICAL,"100, 4, 154, 17, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","110, 80, Ready for Machining (HM10), 154, 50, 9.58438, 193, 60, 49.66, 4, 17","OUT-DYNO, GENERAL","HM10, GENERAL","154, 50, 9.58438, 193, 60, 49.66, 4, 17",,False,251.4,228.0,23.4,9.31
ABB436,ABB429,CRITICAL,CRITICAL,"110, 80, 154, 17, 9.58438, 193, 49.66, 2, Ready for Machining (HM01), 100","110, 80, 154, 120, 70, Ready for Machining (HM02), 2, 9.58438, 193, 60, 40, 140, 49.66, 1, 4, 17, 130","GENERAL, HM01","HM02, GENERAL","154, 110, 80, 9.58438, 193, 49.66, 2, 17",,False,380.1,345.0,35.1,9.23
ABB373,ABB435,CRITICAL,CRITICAL,"100, 110, 80, 30, 50, 70, 60, 40, 140, 20, Ready for Machining (HM01), 90, 130","Ready for Machining (HM07), 110, 80, 154, 2, 9.58438, 193, 60, 49.66, 4, 17, 70","GENERAL, HM01","GENERAL, HM07","70, 110, 80, 60",,False,289.4,264.0,25.4,8.78
ABB373,ABB457,CRITICAL,CRITICAL,"100, 110, 80, 30, 50, 70, 60, 40, 140, 20, Ready for Machining (HM01), 90, 130","110, 90, 17, 2, 9.58438, 193, 40, 49.66, Ready for Machining (SANPOWER), 4, 100, 70","GENERAL, HM01","SANPOWER, GENERAL","100, 110, 40, 90, 70",,False,289.4,264.0,25.4,8.78
TOS013,ABB456,CRITICAL,CRITICAL,"4, 154, 80, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","Ready for Machining (HM07), 110, 80, 154, 2, 50, 9.58438, 193, 60, 40, 49.66, 4, 17, 70","OUT-DYNO, GENERAL","GENERAL, HM07","154, 80, 2, 50, 9.58438, 193, 60, 49.66, 4, 70",,False,344.3,315.0,29.3,8.51
ABB373,ABB448,CRITICAL,CRITICAL,"100, 110, 80, 30, 50, 70, 60, 40, 140, 20, Ready for Machining (HM01), 90, 130","110, 80, Ready for Machining (HM10), 154, 50, 9.58438, 193, 60, 49.66, 4, 17","GENERAL, HM01","HM10, GENERAL","50, 110, 80, 60",,False,287.4,264.0,23.4,8.14
ABB436,ABB456,CRITICAL,CRITICAL,"110, 80, 154, 17, 9.58438, 193, 49.66, 2, Ready for Machining (HM01), 100","Ready for Machining (HM07), 110, 80, 154, 2, 50, 9.58438, 193, 60, 40, 49.66, 4, 17, 70","GENERAL, HM01","GENERAL, HM07","154, 110, 80, 9.58438, 193, 49.66, 2, 17",,False,374.3,345.0,29.3,7.83
SIE469,ABB402,CRITICAL,CRITICAL,"110, 80, 154, 17, 70, 2, 9.58438, 193, 60, 40, 49.66, 4, 90, Ready for Machining (OUT-EAGLE)","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","OUT-EAGLE, GENERAL","OUT-DYNO, GENERAL","9.58438, 193, 49.66, 2, 70",,False,181.7,168.0,13.7,7.54
TOS013,ABB435,CRITICAL,CRITICAL,"4, 154, 80, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","Ready for Machining (HM07), 110, 80, 154, 2, 9.58438, 193, 60, 49.66, 4, 17, 70","OUT-DYNO, GENERAL","GENERAL, HM07","154, 80, 2, 9.58438, 193, 60, 49.66, 4, 70",,False,340.4,315.0,25.4,7.46
TOS013,ABB457,CRITICAL,CRITICAL,"4, 154, 80, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","110, 90, 17, 2, 9.58438, 193, 40, 49.66, Ready for Machining (SANPOWER), 4, 100, 70","OUT-DYNO, GENERAL","SANPOWER, GENERAL","4, 9.58438, 193, 49.66, 2, 70",,False,340.4,315.0,25.4,7.46
ARE255,ABB439,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM02), 50, 9.58438, 193, 60, 49.66, 10, 4, 17, 70","100, 154, Ready for Machining (HM02), 9.58438, 193, 49.66, 17, 70","HM02, GENERAL","HM02, GENERAL","154, Ready for Machining (HM02), 9.58438, 193, 49.66, 17, 70","HM02, GENERAL",False,245.6,228.0,17.6,7.17
ARE330,ABB439,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM05), 9.58438, 193, 60, 40, 140, 49.66, 1, 4, 17, 70","100, 154, Ready for Machining (HM02), 9.58438, 193, 49.66, 17, 70","HM05, GENERAL","HM02, GENERAL","154, 9.58438, 193, 49.66, 17, 70",,False,245.6,228.0,17.6,7.17
HYO025,ABB439,CRITICAL,CRITICAL,"4, 110, 80, 154, Ready for Machining (OUT-DYNO), 17, 2, 50, 9.58438, 193, 60, 40, 49.66, 20, 1, 100, 70","100, 154, Ready for Machining (HM02), 9.58438, 193, 49.66, 17, 70","OUT-DYNO, GENERAL","HM02, GENERAL","100, 154, 9.58438, 193, 49.66, 17, 70",,False,245.6,228.0,17.6,7.17
HYO026,ABB439,CRITICAL,CRITICAL,"100, 4, 154, 17, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","100, 154, Ready for Machining (HM02), 9.58438, 193, 49.66, 17, 70","OUT-DYNO, GENERAL","HM02, GENERAL","100, 154, 9.58438, 193, 49.66, 17, 70",,False,245.6,228.0,17.6,7.17
TOS013,ABB448,CRITICAL,CRITICAL,"4, 154, 80, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","110, 80, Ready for Machining (HM10), 154, 50, 9.58438, 193, 60, 49.66, 4, 17","OUT-DYNO, GENERAL","HM10, GENERAL","154, 80, 50, 9.58438, 193, 60, 49.66, 4",,False,338.4,315.0,23.4,6.91
ABB436,ABB435,CRITICAL,CRITICAL,"110, 80, 154, 17, 9.58438, 193, 49.66, 2, Ready for Machining (HM01), 100","Ready for Machining (HM07), 110, 80, 154, 2, 9.58438, 193, 60, 49.66, 4, 17, 70","GENERAL, HM01","GENERAL, HM07","154, 110, 80, 9.58438, 193, 49.66, 2, 17",,False,370.4,345.0,25.4,6.86
ABB436,ABB457,CRITICAL,CRITICAL,"110, 80, 154, 17, 9.58438, 193, 49.66, 2, Ready for Machining (HM01), 100","110, 90, 17, 2, 9.58438, 193, 40, 49.66, Ready for Machining (SANPOWER), 4, 100, 70","GENERAL, HM01","SANPOWER, GENERAL","110, 17, 9.58438, 193, 49.66, 2, 100",,False,370.4,345.0,25.4,6.86
ABB436,ABB448,CRITICAL,CRITICAL,"110, 80, 154, 17, 9.58438, 193, 49.66, 2, Ready for Machining (HM01), 100","110, 80, Ready for Machining (HM10), 154, 50, 9.58438, 193, 60, 49.66, 4, 17","GENERAL, HM01","HM10, GENERAL","154, 110, 80, 9.58438, 193, 49.66, 17",,False,368.4,345.0,23.4,6.35
ABB373,ABB439,CRITICAL,CRITICAL,"100, 110, 80, 30, 50, 70, 60, 40, 140, 20, Ready for Machining (HM01), 90, 130","100, 154, Ready for Machining (HM02), 9.58438, 193, 49.66, 17, 70","GENERAL, HM01","HM02, GENERAL","100, 70",,False,281.6,264.0,17.6,6.25
ARE255,ABB402,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM02), 50, 9.58438, 193, 60, 49.66, 10, 4, 17, 70","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","HM02, GENERAL","OUT-DYNO, GENERAL","9.58438, 193, 49.66, 2, 70",,False,241.7,228.0,13.7,5.67
ARE330,ABB402,CRITICAL,CRITICAL,"110, 80, 154, 2, Ready for Machining (HM05), 9.58438, 193, 60, 40, 140, 49.66, 1, 4, 17, 70","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","HM05, GENERAL","OUT-DYNO, GENERAL","9.58438, 193, 49.66, 2, 70",,False,241.7,228.0,13.7,5.67
HYO025,ABB402,CRITICAL,CRITICAL,"4, 110, 80, 154, Ready for Machining (OUT-DYNO), 17, 2, 50, 9.58438, 193, 60, 40, 49.66, 20, 1, 100, 70","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","OUT-DYNO, GENERAL","OUT-DYNO, GENERAL","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","OUT-DYNO, GENERAL",False,241.7,228.0,13.7,5.67
HYO026,ABB402,CRITICAL,CRITICAL,"100, 4, 154, 17, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","OUT-DYNO, GENERAL","OUT-DYNO, GENERAL","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","OUT-DYNO, GENERAL",False,241.7,228.0,13.7,5.67
TOS013,ABB439,CRITICAL,CRITICAL,"4, 154, 80, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","100, 154, Ready for Machining (HM02), 9.58438, 193, 49.66, 17, 70","OUT-DYNO, GENERAL","HM02, GENERAL","154, 9.58438, 193, 49.66, 70",,False,332.6,315.0,17.6,5.29
ABB373,ABB402,CRITICAL,CRITICAL,"100, 110, 80, 30, 50, 70, 60, 40, 140, 20, Ready for Machining (HM01), 90, 130","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","GENERAL, HM01","OUT-DYNO, GENERAL",70,,False,277.7,264.0,13.7,4.93
ABB436,ABB439,CRITICAL,CRITICAL,"110, 80, 154, 17, 9.58438, 193, 49.66, 2, Ready for Machining (HM01), 100","100, 154, Ready for Machining (HM02), 9.58438, 193, 49.66, 17, 70","GENERAL, HM01","HM02, GENERAL","100, 154, 9.58438, 193, 49.66, 17",,False,362.6,345.0,17.6,4.85
TOS013,ABB402,CRITICAL,CRITICAL,"4, 154, 80, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","OUT-DYNO, GENERAL","OUT-DYNO, GENERAL","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","OUT-DYNO, GENERAL",False,328.7,315.0,13.7,4.17
ABB436,ABB402,CRITICAL,CRITICAL,"110, 80, 154, 17, 9.58438, 193, 49.66, 2, Ready for Machining (HM01), 100","Ready for Machining (OUT-DYNO), 9.58438, 193, 49.66, 2, 70","GENERAL, HM01","OUT-DYNO, GENERAL","49.66, 9.58438, 2, 193",,False,358.7,345.0,13.7,3.82
SIE469,ABB449,CRITICAL,CRITICAL,"110, 80, 154, 17, 70, 2, 9.58438, 193, 60, 40, 49.66, 4, 90, Ready for Machining (OUT-EAGLE)",Ready for Machining (OUT-EAGLE),"OUT-EAGLE, GENERAL",OUT-EAGLE,Ready for Machining (OUT-EAGLE),OUT-EAGLE,False,172.0,168.0,4.0,2.33
HYO025,ABB401,CRITICAL,CRITICAL,"4, 110, 80, 154, Ready for Machining (OUT-DYNO), 17, 2, 50, 9.58438, 193, 60, 40, 49.66, 20, 1, 100, 70",Ready for Machining (OUT-DYNO),"OUT-DYNO, GENERAL",OUT-DYNO,Ready for Machining (OUT-DYNO),OUT-DYNO,False,232.0,228.0,4.0,1.72
HYO025,ABB405,CRITICAL,CRITICAL,"4, 110, 80, 154, Ready for Machining (OUT-DYNO), 17, 2, 50, 9.58438, 193, 60, 40, 49.66, 20, 1, 100, 70",Ready for Machining (OUT-DYNO),"OUT-DYNO, GENERAL",OUT-DYNO,Ready for Machining (OUT-DYNO),OUT-DYNO,False,232.0,228.0,4.0,1.72
HYO026,ABB401,CRITICAL,CRITICAL,"100, 4, 154, 17, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70",Ready for Machining (OUT-DYNO),"OUT-DYNO, GENERAL",OUT-DYNO,Ready for Machining (OUT-DYNO),OUT-DYNO,False,232.0,228.0,4.0,1.72
HYO026,ABB405,CRITICAL,CRITICAL,"100, 4, 154, 17, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70",Ready for Machining (OUT-DYNO),"OUT-DYNO, GENERAL",OUT-DYNO,Ready for Machining (OUT-DYNO),OUT-DYNO,False,232.0,228.0,4.0,1.72
TOS013,ABB401,CRITICAL,CRITICAL,"4, 154, 80, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70",Ready for Machining (OUT-DYNO),"OUT-DYNO, GENERAL",OUT-DYNO,Ready for Machining (OUT-DYNO),OUT-DYNO,False,319.0,315.0,4.0,1.25
TOS013,ABB405,CRITICAL,CRITICAL,"4, 154, 80, Ready for Machining (OUT-DYNO), 30, 50, 2, 9.58438, 193, 60, 49.66, 1, 20, 70",Ready for Machining (OUT-DYNO),"OUT-DYNO, GENERAL",OUT-DYNO,Ready for Machining (OUT-DYNO),OUT-DYNO,False,319.0,315.0,4.0,1.25
