ITEM_CODE,STAGE,PROCESS,QTY,TONNAGE,DATE,AGING
NAM002,RFM,Ready for Machining (OUT-SOURCE METALAB),69.0,2.553,2025-07-24 02:16:02.776987,
PFI040,RFM,Ready for Machining (VM01),1.0,0.048,2025-07-24 02:16:02.776987,
PFI041,RFM,Ready for Machining (HM08),1.0,0.109,2025-07-24 02:16:02.776987,
SIE428,RFM,Ready for Machining (HM04),3.0,0.17439000000000002,2025-07-24 02:16:02.776987,
SIE429,RFM,Ready for Machining (HM04),2.0,0.138,2025-07-24 02:16:02.776987,
SIE448,RFM,Ready for Machining (HM07),19.0,6.8495,2025-07-24 02:16:02.776987,
SIE456,RFM,Ready for Machining (HM02),1.0,0.146,2025-07-24 02:16:02.776987,
SIE462,RFM,Ready for Machining (RADIENT),17.0,4.63471,2025-07-24 02:16:02.776987,
SIE463,RFM,Ready for Machining (HM07),9.0,4.65975,2025-07-24 02:16:02.776987,
SIE464,RFM,Ready for Machining (HM06),3.0,0.35579999999999995,2025-07-24 02:16:02.776987,
SIE465,RFM,Ready for Machining (HM09),2.0,0.19852,2025-07-24 02:16:02.776987,
SIE466,RFM,Ready for Machining (HM09),3.0,0.246,2025-07-24 02:16:02.776987,
SIE467,RFM,Ready for Machining (HM08),2.0,0.14959999999999998,2025-07-24 02:16:02.776987,
SIE468,RFM,Ready for Machining (HM06),1.0,0.05465999999999999,2025-07-24 02:16:02.776987,
SIE469,RFM,Ready for Machining (OUT-EAGLE),3.0,0.348,2025-07-24 02:16:02.776987,
SIE481,RFM,Ready for Machining (HM04),5.0,0.165,2025-07-24 02:16:02.776987,
SIE490,RFM,Ready for Machining (HM03),2.0,0.01786,2025-07-24 02:16:02.776987,
SIE514,RFM,Ready for Machining (HM03),1.0,0.0484,2025-07-24 02:16:02.776987,
SIE520,RFM,Ready for Machining (RADIENT),1.0,0.108,2025-07-24 02:16:02.776987,
SIE524,RFM,Ready for Machining (RADIENT),1.0,0.10473,2025-07-24 02:16:02.776987,
SIE533,RFM,Ready for Machining (HM04),6.0,0.18960000000000002,2025-07-24 02:16:02.776987,
SIE545,RFM,Ready for Machining (HM08),14.0,1.638,2025-07-24 02:16:02.776987,
SIE567,RFM,Ready for Machining (VM01),5.0,0.155,2025-07-24 02:16:02.776987,
SIE568,RFM,Ready for Machining (VM01),1.0,0.41,2025-07-24 02:16:02.776987,
SIE572,RFM,Ready for Machining (TC01),3.0,0.069,2025-07-24 02:16:02.776987,
SIE576,RFM,Ready for Machining (TC01),12.0,0.228,2025-07-24 02:16:02.776987,
SIE578,RFM,Ready for Machining (VM01),5.0,0.0,2025-07-24 02:16:02.776987,
TOS003,RFM,Ready for Machining (HM04),1.0,0.06,2025-07-24 02:16:02.776987,
TOS005,RFM,Ready for Machining (HM03),3.0,0.11519999999999998,2025-07-24 02:16:02.776987,
TOS006,RFM,Ready for Machining (HM04),1.0,0.046,2025-07-24 02:16:02.776987,
TOS007,RFM,Ready for Machining (HM04),3.0,0.168,2025-07-24 02:16:02.776987,
TOS008,RFM,Ready for Machining (HM04),5.0,0.2188,2025-07-24 02:16:02.776987,
TOS011,RFM,Ready for Machining (RADIENT),21.0,2.4066,2025-07-24 02:16:02.776987,
TOS012,RFM,Ready for Machining (RADIENT),34.0,3.8691999999999998,2025-07-24 02:16:02.776987,
TOS013,RFM,Ready for Machining (OUT-DYNO),3.0,0.1695,2025-07-24 02:16:02.776987,
TOS014,RFM,Ready for Machining (HM07),8.0,1.8384,2025-07-24 02:16:02.776987,
TOS015,RFM,Ready for Machining (HM07),10.0,4.7,2025-07-24 02:16:02.776987,
TRA001,RFM,Ready for Machining (HM06),2.0,0.3422,2025-07-24 02:16:02.776987,
TRA003,RFM,Ready for Machining (HM01),2.0,0.343,2025-07-24 02:16:02.776987,
TRE045,RFM,Ready for Machining (HM04),1.0,0.048729999999999996,2025-07-24 02:16:02.776987,
1HSB445422-B,WIP_MC,1,2.0,0.09931999999999999,2025-07-24 02:16:02.776987,
1HSB445422-B,WIP_MC,48,2.0,0.09931999999999999,2025-07-24 02:16:02.776987,
1HSB445422-B,WIP_MC,49.66,49.66,0.09931999999999999,2025-07-24 02:16:02.776987,
1HSB445422-B,WIP_MC,2.38368,0.09931999999999999,0.09931999999999999,2025-07-24 02:16:02.776987,
1HC0027299K0011_RAP,WIP_MC,1,2.0,0.1576,2025-07-24 02:16:02.776987,
1HC0027299K0011_RAP,WIP_MC,48,2.0,0.1576,2025-07-24 02:16:02.776987,
1HC0027299K0011_RAP,WIP_MC,49.66,78.8,0.1576,2025-07-24 02:16:02.776987,
1HC0027299K0011_RAP,WIP_MC,2.38368,0.1576,0.1576,2025-07-24 02:16:02.776987,
1HC0027300K0011_RAP,WIP_MC,48,6.0,0.36876,2025-07-24 02:16:02.776987,
1HC0027300K0011_RAP,WIP_MC,49.66,61.46,0.36876,2025-07-24 02:16:02.776987,
1HC0027300K0011_RAP,WIP_MC,2.38368,0.36876,0.36876,2025-07-24 02:16:02.776987,
1HC0027300K0012_RAP,WIP_MC,9,1.0,0.12292,2025-07-24 02:16:02.776987,
1HC0027300K0012_RAP,WIP_MC,1,1.0,0.12292,2025-07-24 02:16:02.776987,
1HC0027300K0012_RAP,WIP_MC,48,2.0,0.12292,2025-07-24 02:16:02.776987,
1HC0027300K0012_RAP,WIP_MC,49.66,61.46,0.12292,2025-07-24 02:16:02.776987,
1HC0027300K0012_RAP,WIP_MC,2.38368,0.12292,0.12292,2025-07-24 02:16:02.776987,
2GHV118745K0012_R0E,WIP_MC,48,2.0,0.1,2025-07-24 02:16:02.776987,
2GHV118745K0012_R0E,WIP_MC,49.66,50.0,0.1,2025-07-24 02:16:02.776987,
2GHV118745K0012_R0E,WIP_MC,2.38368,0.1,0.1,2025-07-24 02:16:02.776987,
2GHV118745K0012,WIP_MC,1,1.0,0.05,2025-07-24 02:16:02.776987,
2GHV118745K0012,WIP_MC,48,1.0,0.05,2025-07-24 02:16:02.776987,
2GHV118745K0012,WIP_MC,49.66,50.0,0.05,2025-07-24 02:16:02.776987,
2GHV118745K0012,WIP_MC,2.38368,0.05,0.05,2025-07-24 02:16:02.776987,
907D37102_R0J,WIP_MC,9,1.0,0.1128,2025-07-24 02:16:02.776987,
907D37102_R0J,WIP_MC,48,1.0,0.1128,2025-07-24 02:16:02.776987,
907D37102_R0J,WIP_MC,49.66,112.8,0.1128,2025-07-24 02:16:02.776987,
907D37102_R0J,WIP_MC,2.38368,0.1128,0.1128,2025-07-24 02:16:02.776987,
2GHV066923P1003_RF_PNT,WIP_MC,1,1.0,0.0853,2025-07-24 02:16:02.776987,
2GHV066923P1003_RF_PNT,WIP_MC,48,1.0,0.0853,2025-07-24 02:16:02.776987,
2GHV066923P1003_RF_PNT,WIP_MC,49.66,85.3,0.0853,2025-07-24 02:16:02.776987,
2GHV066923P1003_RF_PNT,WIP_MC,2.38368,0.0853,0.0853,2025-07-24 02:16:02.776987,
2GHV066923P1003-1_RF,WIP_MC,1,1.0,0.25589999999999996,2025-07-24 02:16:02.776987,
2GHV066923P1003-1_RF,WIP_MC,1,2.0,0.25589999999999996,2025-07-24 02:16:02.776987,
2GHV066923P1003-1_RF,WIP_MC,48,3.0,0.25589999999999996,2025-07-24 02:16:02.776987,
2GHV066923P1003-1_RF,WIP_MC,49.66,85.3,0.25589999999999996,2025-07-24 02:16:02.776987,
2GHV066923P1003-1_RF,WIP_MC,2.38368,0.25589999999999996,0.25589999999999996,2025-07-24 02:16:02.776987,
2GHV054700P0001-03_R0B,WIP_MC,9,1.0,3.7980800000000006,2025-07-24 02:16:02.776987,
2GHV054700P0001-03_R0B,WIP_MC,48,13.0,3.7980800000000006,2025-07-24 02:16:02.776987,
2GHV054700P0001-03_R0B,WIP_MC,49.66,292.16,3.7980800000000006,2025-07-24 02:16:02.776987,
2GHV054700P0001-03_R0B,WIP_MC,2.38368,3.7980800000000006,3.7980800000000006,2025-07-24 02:16:02.776987,
1HC0027512P0001,WIP_MC,3,1.0,0.249,2025-07-24 02:16:02.776987,
1HC0027512P0001,WIP_MC,1,1.0,0.249,2025-07-24 02:16:02.776987,
1HC0027512P0001,WIP_MC,48,3.0,0.249,2025-07-24 02:16:02.776987,
1HC0027512P0001,WIP_MC,49.66,83.0,0.249,2025-07-24 02:16:02.776987,
1HC0027512P0001,WIP_MC,2.38368,0.249,0.249,2025-07-24 02:16:02.776987,
1HC0027512P0001-UPACZ,WIP_MC,2,1.0,0.332,2025-07-24 02:16:02.776987,
1HC0027512P0001-UPACZ,WIP_MC,9,3.0,0.332,2025-07-24 02:16:02.776987,
1HC0027512P0001-UPACZ,WIP_MC,48,4.0,0.332,2025-07-24 02:16:02.776987,
1HC0027512P0001-UPACZ,WIP_MC,49.66,83.0,0.332,2025-07-24 02:16:02.776987,
1HC0027512P0001-UPACZ,WIP_MC,2.38368,0.332,0.332,2025-07-24 02:16:02.776987,
907D38201,WIP_MC,48,2.0,1.02,2025-07-24 02:16:02.776987,
907D38201,WIP_MC,49.66,510.0,1.02,2025-07-24 02:16:02.776987,
907D38201,WIP_MC,2.38368,1.02,1.02,2025-07-24 02:16:02.776987,
907D33702,WIP_MC,48,7.0,2.219,2025-07-24 02:16:02.776987,
907D33702,WIP_MC,49.66,317.0,2.219,2025-07-24 02:16:02.776987,
907D33702,WIP_MC,2.38368,2.219,2.219,2025-07-24 02:16:02.776987,
491D15901,WIP_MC,1,1.0,0.924,2025-07-24 02:16:02.776987,
491D15901,WIP_MC,9,3.0,0.924,2025-07-24 02:16:02.776987,
491D15901,WIP_MC,48,11.0,0.924,2025-07-24 02:16:02.776987,
491D15901,WIP_MC,49.66,84.0,0.924,2025-07-24 02:16:02.776987,
491D15901,WIP_MC,2.38368,0.924,0.924,2025-07-24 02:16:02.776987,
491D15901_R0C,WIP_MC,1,1.0,0.336,2025-07-24 02:16:02.776987,
491D15901_R0C,WIP_MC,9,2.0,0.336,2025-07-24 02:16:02.776987,
491D15901_R0C,WIP_MC,48,4.0,0.336,2025-07-24 02:16:02.776987,
491D15901_R0C,WIP_MC,49.66,84.0,0.336,2025-07-24 02:16:02.776987,
491D15901_R0C,WIP_MC,2.38368,0.336,0.336,2025-07-24 02:16:02.776987,
2GHV008663P0001_R0E,WIP_MC,1,2.0,0.33659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001_R0E,WIP_MC,1,1.0,0.33659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001_R0E,WIP_MC,9,1.0,0.33659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001_R0E,WIP_MC,1,6.0,0.33659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001_R0E,WIP_MC,48,10.0,0.33659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001_R0E,WIP_MC,49.66,33.66,0.33659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001_R0E,WIP_MC,2.38368,0.33659999999999995,0.33659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001,WIP_MC,1,1.0,0.033659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001,WIP_MC,48,1.0,0.033659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001,WIP_MC,49.66,33.66,0.033659999999999995,2025-07-24 02:16:02.776987,
2GHV008663P0001,WIP_MC,2.38368,0.033659999999999995,0.033659999999999995,2025-07-24 02:16:02.776987,
2GHV111096P0001_R0B,WIP_MC,27,2.0,2.65194,2025-07-24 02:16:02.776987,
2GHV111096P0001_R0B,WIP_MC,3,1.0,2.65194,2025-07-24 02:16:02.776987,
2GHV111096P0001_R0B,WIP_MC,1,1.0,2.65194,2025-07-24 02:16:02.776987,
2GHV111096P0001_R0B,WIP_MC,48,9.0,2.65194,2025-07-24 02:16:02.776987,
2GHV111096P0001_R0B,WIP_MC,49.66,294.66,2.65194,2025-07-24 02:16:02.776987,
2GHV111096P0001_R0B,WIP_MC,2.38368,2.65194,2.65194,2025-07-24 02:16:02.776987,
491D18601_R0D,WIP_MC,27,1.0,0.144,2025-07-24 02:16:02.776987,
491D18601_R0D,WIP_MC,9,1.0,0.144,2025-07-24 02:16:02.776987,
491D18601_R0D,WIP_MC,1,2.0,0.144,2025-07-24 02:16:02.776987,
491D18601_R0D,WIP_MC,48,6.0,0.144,2025-07-24 02:16:02.776987,
491D18601_R0D,WIP_MC,49.66,24.0,0.144,2025-07-24 02:16:02.776987,
491D18601_R0D,WIP_MC,2.38368,0.144,0.144,2025-07-24 02:16:02.776987,
491D18601,WIP_MC,48,1.0,0.024,2025-07-24 02:16:02.776987,
491D18601,WIP_MC,49.66,24.0,0.024,2025-07-24 02:16:02.776987,
491D18601,WIP_MC,2.38368,0.024,0.024,2025-07-24 02:16:02.776987,
2GHV022568P0001_R0T,WIP_MC,1,4.0,6.11858,2025-07-24 02:16:02.776987,
2GHV022568P0001_R0T,WIP_MC,9,4.0,6.11858,2025-07-24 02:16:02.776987,
2GHV022568P0001_R0T,WIP_MC,1,1.0,6.11858,2025-07-24 02:16:02.776987,
2GHV022568P0001_R0T,WIP_MC,48,13.0,6.11858,2025-07-24 02:16:02.776987,
2GHV022568P0001_R0T,WIP_MC,49.66,470.66,6.11858,2025-07-24 02:16:02.776987,
2GHV022568P0001_R0T,WIP_MC,2.38368,6.11858,6.11858,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAD,WIP_MC,2,1.0,0.7505,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAD,WIP_MC,27,3.0,0.7505,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAD,WIP_MC,3,10.0,0.7505,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAD,WIP_MC,1,1.0,0.7505,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAD,WIP_MC,48,19.0,0.7505,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAD,WIP_MC,49.66,39.5,0.7505,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAD,WIP_MC,2.38368,0.7505,0.7505,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAA,WIP_MC,27,1.0,0.158,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAA,WIP_MC,3,2.0,0.158,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAA,WIP_MC,48,4.0,0.158,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAA,WIP_MC,49.66,39.5,0.158,2025-07-24 02:16:02.776987,
2GHV029364P0001_RAA,WIP_MC,2.38368,0.158,0.158,2025-07-24 02:16:02.776987,
2GHV029364,WIP_MC,1,1.0,0.0395,2025-07-24 02:16:02.776987,
2GHV029364,WIP_MC,48,1.0,0.0395,2025-07-24 02:16:02.776987,
2GHV029364,WIP_MC,49.66,39.5,0.0395,2025-07-24 02:16:02.776987,
2GHV029364,WIP_MC,2.38368,0.0395,0.0395,2025-07-24 02:16:02.776987,
2GHV123825-0001_R0J,WIP_MC,1,1.0,0.07266,2025-07-24 02:16:02.776987,
2GHV123825-0001_R0J,WIP_MC,9,1.0,0.07266,2025-07-24 02:16:02.776987,
2GHV123825-0001_R0J,WIP_MC,48,2.0,0.07266,2025-07-24 02:16:02.776987,
2GHV123825-0001_R0J,WIP_MC,49.66,36.33,0.07266,2025-07-24 02:16:02.776987,
2GHV123825-0001_R0J,WIP_MC,2.38368,0.07266,0.07266,2025-07-24 02:16:02.776987,
2GHV131480P0051_R0L,WIP_MC,1,1.0,0.11666,2025-07-24 02:16:02.776987,
2GHV131480P0051_R0L,WIP_MC,48,1.0,0.11666,2025-07-24 02:16:02.776987,
2GHV131480P0051_R0L,WIP_MC,49.66,116.66,0.11666,2025-07-24 02:16:02.776987,
2GHV131480P0051_R0L,WIP_MC,2.38368,0.11666,0.11666,2025-07-24 02:16:02.776987,
2GHV971078P0051_R0N,WIP_MC,9,2.0,0.27018000000000003,2025-07-24 02:16:02.776987,
2GHV971078P0051_R0N,WIP_MC,48,3.0,0.27018000000000003,2025-07-24 02:16:02.776987,
2GHV971078P0051_R0N,WIP_MC,49.66,90.06,0.27018000000000003,2025-07-24 02:16:02.776987,
2GHV971078P0051_R0N,WIP_MC,2.38368,0.27018000000000003,0.27018000000000003,2025-07-24 02:16:02.776987,
2GHV971084P0051_R0M,WIP_MC,27,1.0,0.22698,2025-07-24 02:16:02.776987,
2GHV971084P0051_R0M,WIP_MC,1,1.0,0.22698,2025-07-24 02:16:02.776987,
2GHV971084P0051_R0M,WIP_MC,9,1.0,0.22698,2025-07-24 02:16:02.776987,
2GHV971084P0051_R0M,WIP_MC,48,3.0,0.22698,2025-07-24 02:16:02.776987,
2GHV971084P0051_R0M,WIP_MC,49.66,75.66,0.22698,2025-07-24 02:16:02.776987,
2GHV971084P0051_R0M,WIP_MC,2.38368,0.22698,0.22698,2025-07-24 02:16:02.776987,
2GHV064402P0051_R0G,WIP_MC,48,1.0,0.07640000000000001,2025-07-24 02:16:02.776987,
2GHV064402P0051_R0G,WIP_MC,49.66,76.4,0.07640000000000001,2025-07-24 02:16:02.776987,
2GHV064402P0051_R0G,WIP_MC,2.38368,0.07640000000000001,0.07640000000000001,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B_PNT,WIP_MC,1,2.0,3.376,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B_PNT,WIP_MC,3,1.0,3.376,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B_PNT,WIP_MC,9,1.0,3.376,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B_PNT,WIP_MC,1,3.0,3.376,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B_PNT,WIP_MC,48,16.0,3.376,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B_PNT,WIP_MC,49.66,211.0,3.376,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B_PNT,WIP_MC,2.38368,3.376,3.376,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B,WIP_MC,1,1.0,0.211,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B,WIP_MC,48,1.0,0.211,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B,WIP_MC,49.66,211.0,0.211,2025-07-24 02:16:02.776987,
2GHV445649P1001_R0B,WIP_MC,2.38368,0.211,0.211,2025-07-24 02:16:02.776987,
491D19601_R0J,WIP_MC,3,1.0,0.44,2025-07-24 02:16:02.776987,
491D19601_R0J,WIP_MC,1,1.0,0.44,2025-07-24 02:16:02.776987,
491D19601_R0J,WIP_MC,9,2.0,0.44,2025-07-24 02:16:02.776987,
491D19601_R0J,WIP_MC,48,5.0,0.44,2025-07-24 02:16:02.776987,
491D19601_R0J,WIP_MC,49.66,88.0,0.44,2025-07-24 02:16:02.776987,
491D19601_R0J,WIP_MC,2.38368,0.44,0.44,2025-07-24 02:16:02.776987,
491D19601,WIP_MC,48,2.0,0.176,2025-07-24 02:16:02.776987,
491D19601,WIP_MC,49.66,88.0,0.176,2025-07-24 02:16:02.776987,
491D19601,WIP_MC,2.38368,0.176,0.176,2025-07-24 02:16:02.776987,
2GHV056044P0001,WIP_MC,1,1.0,0.114,2025-07-24 02:16:02.776987,
2GHV056044P0001,WIP_MC,48,1.0,0.114,2025-07-24 02:16:02.776987,
2GHV056044P0001,WIP_MC,49.66,114.0,0.114,2025-07-24 02:16:02.776987,
2GHV056044P0001,WIP_MC,2.38368,0.114,0.114,2025-07-24 02:16:02.776987,
2GHV056044P0101_R0C_BLG,WIP_MC,1,4.0,0.684,2025-07-24 02:16:02.776987,
2GHV056044P0101_R0C_BLG,WIP_MC,9,1.0,0.684,2025-07-24 02:16:02.776987,
2GHV056044P0101_R0C_BLG,WIP_MC,1,1.0,0.684,2025-07-24 02:16:02.776987,
2GHV056044P0101_R0C_BLG,WIP_MC,48,6.0,0.684,2025-07-24 02:16:02.776987,
2GHV056044P0101_R0C_BLG,WIP_MC,49.66,114.0,0.684,2025-07-24 02:16:02.776987,
2GHV056044P0101_R0C_BLG,WIP_MC,2.38368,0.684,0.684,2025-07-24 02:16:02.776987,
2GHV056044P0101_BLG,WIP_MC,1,2.0,0.57,2025-07-24 02:16:02.776987,
2GHV056044P0101_BLG,WIP_MC,9,3.0,0.57,2025-07-24 02:16:02.776987,
2GHV056044P0101_BLG,WIP_MC,48,5.0,0.57,2025-07-24 02:16:02.776987,
2GHV056044P0101_BLG,WIP_MC,49.66,114.0,0.57,2025-07-24 02:16:02.776987,
2GHV056044P0101_BLG,WIP_MC,2.38368,0.57,0.57,2025-07-24 02:16:02.776987,
2GHV089738P1001_R0C_PNT,WIP_MC,48,1.0,0.08445,2025-07-24 02:16:02.776987,
2GHV089738P1001_R0C_PNT,WIP_MC,49.66,84.45,0.08445,2025-07-24 02:16:02.776987,
2GHV089738P1001_R0C_PNT,WIP_MC,2.38368,0.08445,0.08445,2025-07-24 02:16:02.776987,
1HC0027513P0001_RAY_PNT,WIP_MC,2,1.0,0.033,2025-07-24 02:16:02.776987,
1HC0027513P0001_RAY_PNT,WIP_MC,48,1.0,0.033,2025-07-24 02:16:02.776987,
1HC0027513P0001_RAY_PNT,WIP_MC,49.66,33.0,0.033,2025-07-24 02:16:02.776987,
1HC0027513P0001_RAY_PNT,WIP_MC,2.38368,0.033,0.033,2025-07-24 02:16:02.776987,
1HC0027513P0001,WIP_MC,2,1.0,0.033,2025-07-24 02:16:02.776987,
1HC0027513P0001,WIP_MC,48,1.0,0.033,2025-07-24 02:16:02.776987,
1HC0027513P0001,WIP_MC,49.66,33.0,0.033,2025-07-24 02:16:02.776987,
1HC0027513P0001,WIP_MC,2.38368,0.033,0.033,2025-07-24 02:16:02.776987,
JE47235442_114_R14,WIP_MC,1,6.0,0.372,2025-07-24 02:16:02.776987,
JE47235442_114_R14,WIP_MC,48,6.0,0.372,2025-07-24 02:16:02.776987,
JE47235442_114_R14,WIP_MC,49.66,62.0,0.372,2025-07-24 02:16:02.776987,
JE47235442_114_R14,WIP_MC,2.38368,0.372,0.372,2025-07-24 02:16:02.776987,
HE70P11Z62661,WIP_MC,9,2.0,0.037323999999999996,2025-07-24 02:16:02.776987,
HE70P11Z62661,WIP_MC,1,2.0,0.037323999999999996,2025-07-24 02:16:02.776987,
HE70P11Z62661,WIP_MC,48,4.0,0.037323999999999996,2025-07-24 02:16:02.776987,
HE70P11Z62661,WIP_MC,49.66,9.331,0.037323999999999996,2025-07-24 02:16:02.776987,
HE70P11Z62661,WIP_MC,2.38368,0.037323999999999996,0.037323999999999996,2025-07-24 02:16:02.776987,
HE70P22Z60561,WIP_MC,1,3.0,0.023100000000000002,2025-07-24 02:16:02.776987,
HE70P22Z60561,WIP_MC,48,3.0,0.023100000000000002,2025-07-24 02:16:02.776987,
HE70P22Z60561,WIP_MC,49.66,7.7,0.023100000000000002,2025-07-24 02:16:02.776987,
HE70P22Z60561,WIP_MC,2.38368,0.023100000000000002,0.023100000000000002,2025-07-24 02:16:02.776987,
HE70P22Z60661,WIP_MC,1,2.0,0.01852,2025-07-24 02:16:02.776987,
HE70P22Z60661,WIP_MC,48,2.0,0.01852,2025-07-24 02:16:02.776987,
HE70P22Z60661,WIP_MC,49.66,9.26,0.01852,2025-07-24 02:16:02.776987,
HE70P22Z60661,WIP_MC,2.38368,0.01852,0.01852,2025-07-24 02:16:02.776987,
HE70P07Z65101,WIP_MC,9,17.0,0.1278,2025-07-24 02:16:02.776987,
HE70P07Z65101,WIP_MC,1,1.0,0.1278,2025-07-24 02:16:02.776987,
HE70P07Z65101,WIP_MC,48,18.0,0.1278,2025-07-24 02:16:02.776987,
HE70P07Z65101,WIP_MC,49.66,7.1,0.1278,2025-07-24 02:16:02.776987,
HE70P07Z65101,WIP_MC,2.38368,0.1278,0.1278,2025-07-24 02:16:02.776987,
HE70P44Z60301,WIP_MC,2,4.0,0.018312000000000002,2025-07-24 02:16:02.776987,
HE70P44Z60301,WIP_MC,1,2.0,0.018312000000000002,2025-07-24 02:16:02.776987,
HE70P44Z60301,WIP_MC,48,6.0,0.018312000000000002,2025-07-24 02:16:02.776987,
HE70P44Z60301,WIP_MC,49.66,3.052,0.018312000000000002,2025-07-24 02:16:02.776987,
HE70P44Z60301,WIP_MC,2.38368,0.018312000000000002,0.018312000000000002,2025-07-24 02:16:02.776987,
HE70P07Z42461,WIP_MC,9,1.0,0.295,2025-07-24 02:16:02.776987,
HE70P07Z42461,WIP_MC,48,1.0,0.295,2025-07-24 02:16:02.776987,
HE70P07Z42461,WIP_MC,49.66,295.0,0.295,2025-07-24 02:16:02.776987,
HE70P07Z42461,WIP_MC,2.38368,0.295,0.295,2025-07-24 02:16:02.776987,
HE70P21Z42171,WIP_MC,2,2.0,0.234,2025-07-24 02:16:02.776987,
HE70P21Z42171,WIP_MC,48,2.0,0.234,2025-07-24 02:16:02.776987,
HE70P21Z42171,WIP_MC,49.66,117.0,0.234,2025-07-24 02:16:02.776987,
HE70P21Z42171,WIP_MC,2.38368,0.234,0.234,2025-07-24 02:16:02.776987,
HE70P07Z42661,WIP_MC,2,1.0,0.1729,2025-07-24 02:16:02.776987,
HE70P07Z42661,WIP_MC,48,1.0,0.1729,2025-07-24 02:16:02.776987,
HE70P07Z42661,WIP_MC,49.66,172.9,0.1729,2025-07-24 02:16:02.776987,
HE70P07Z42661,WIP_MC,2.38368,0.1729,0.1729,2025-07-24 02:16:02.776987,
HE70P44Z60161,WIP_MC,2,1.0,0.05040000000000001,2025-07-24 02:16:02.776987,
HE70P44Z60161,WIP_MC,1,1.0,0.05040000000000001,2025-07-24 02:16:02.776987,
HE70P44Z60161,WIP_MC,1,1.0,0.05040000000000001,2025-07-24 02:16:02.776987,
HE70P44Z60161,WIP_MC,48,3.0,0.05040000000000001,2025-07-24 02:16:02.776987,
HE70P44Z60161,WIP_MC,49.66,16.8,0.05040000000000001,2025-07-24 02:16:02.776987,
HE70P44Z60161,WIP_MC,2.38368,0.05040000000000001,0.05040000000000001,2025-07-24 02:16:02.776987,
HE70P44Z60162,WIP_MC,2,1.0,0.033600000000000005,2025-07-24 02:16:02.776987,
HE70P44Z60162,WIP_MC,9,1.0,0.033600000000000005,2025-07-24 02:16:02.776987,
HE70P44Z60162,WIP_MC,48,2.0,0.033600000000000005,2025-07-24 02:16:02.776987,
HE70P44Z60162,WIP_MC,49.66,16.8,0.033600000000000005,2025-07-24 02:16:02.776987,
HE70P44Z60162,WIP_MC,2.38368,0.033600000000000005,0.033600000000000005,2025-07-24 02:16:02.776987,
HE70P44Z60163,WIP_MC,2,3.0,0.05040000000000001,2025-07-24 02:16:02.776987,
HE70P44Z60163,WIP_MC,48,3.0,0.05040000000000001,2025-07-24 02:16:02.776987,
HE70P44Z60163,WIP_MC,49.66,16.8,0.05040000000000001,2025-07-24 02:16:02.776987,
HE70P44Z60163,WIP_MC,2.38368,0.05040000000000001,0.05040000000000001,2025-07-24 02:16:02.776987,
GD_SM70P30Z40401,WIP_MC,9,3.0,0.3112,2025-07-24 02:16:02.776987,
GD_SM70P30Z40401,WIP_MC,48,4.0,0.3112,2025-07-24 02:16:02.776987,
GD_SM70P30Z40401,WIP_MC,49.66,77.8,0.3112,2025-07-24 02:16:02.776987,
GD_SM70P30Z40401,WIP_MC,2.38368,0.3112,0.3112,2025-07-24 02:16:02.776987,
HE70P30Z40262_R05,WIP_MC,27,1.0,0.705,2025-07-24 02:16:02.776987,
HE70P30Z40262_R05,WIP_MC,1,2.0,0.705,2025-07-24 02:16:02.776987,
HE70P30Z40262_R05,WIP_MC,9,2.0,0.705,2025-07-24 02:16:02.776987,
HE70P30Z40262_R05,WIP_MC,48,5.0,0.705,2025-07-24 02:16:02.776987,
HE70P30Z40262_R05,WIP_MC,49.66,141.0,0.705,2025-07-24 02:16:02.776987,
